            -11.4963         7.77264e-45         7.77264e-45
            -11.4863         5.80215e-44         6.57942e-44
            -11.4763         4.24372e-43         4.90166e-43
            -11.4663         3.04117e-42         3.53134e-42
            -11.4563         2.13536e-41          2.4885e-41
            -11.4463         1.46906e-40         1.71791e-40
            -11.4363         9.90249e-40         1.16204e-39
            -11.4263         6.54013e-39         7.70217e-39
            -11.4163         4.23218e-38          5.0024e-38
            -11.4063         2.68337e-37         3.18361e-37
            -11.3963         1.66699e-36         1.98535e-36
            -11.3863         1.01466e-35          1.2132e-35
            -11.3763         6.05128e-35         7.26447e-35
            -11.3663         3.53598e-34         4.26243e-34
            -11.3563         2.02446e-33          2.4507e-33
            -11.3463         1.13565e-32         1.38072e-32
            -11.3363         6.24193e-32         7.62265e-32
            -11.3263         3.36147e-31         4.12373e-31
            -11.3163         1.77368e-30         2.18606e-30
            -11.3063          9.1698e-30         1.13559e-29
            -11.2963         4.64494e-29         5.78053e-29
            -11.2863         2.30535e-28         2.88341e-28
            -11.2763         1.12107e-27         1.40941e-27
            -11.2663          5.3415e-27         6.75091e-27
            -11.2563         2.49363e-26         3.16872e-26
            -11.2463         1.14061e-25         1.45748e-25
            -11.2363         5.11185e-25         6.56933e-25
            -11.2263         2.24469e-24         2.90162e-24
            -11.2163         9.65766e-24         1.25593e-23
            -11.2063         4.07122e-23         5.32714e-23
            -11.1963         1.68156e-22         2.21428e-22
            -11.1863         6.80517e-22         9.01945e-22
            -11.1763         2.69837e-21         3.60032e-21
            -11.1663         1.04834e-20         1.40837e-20
            -11.1563          3.9906e-20         5.39897e-20
            -11.1463         1.48837e-19         2.02827e-19
            -11.1363         5.43903e-19          7.4673e-19
            -11.1263         1.94746e-18         2.69419e-18
            -11.1163         6.83208e-18         9.52627e-18
            -11.1063         2.34841e-17         3.30103e-17
            -11.0963         7.90917e-17         1.12102e-16
            -11.0863         2.60991e-16         3.73093e-16
            -11.0763         8.43833e-16         1.21693e-15
            -11.0663         2.67316e-15         3.89009e-15
            -11.0563         8.29717e-15         1.21873e-14
            -11.0463         2.52332e-14         3.74204e-14
            -11.0363         7.51883e-14         1.12609e-13
            -11.0263         2.19516e-13         3.32125e-13
            -11.0163          6.2794e-13         9.60065e-13
            -11.0063         1.75998e-12         2.72004e-12
            -10.9963         4.83319e-12         7.55323e-12
            -10.9863         1.30046e-11         2.05578e-11
            -10.9763         3.42844e-11         5.48422e-11
            -10.9663          8.8559e-11         1.43401e-10
            -10.9563         2.24133e-10         3.67534e-10
            -10.9463         5.55797e-10         9.23332e-10
            -10.9363          1.3504e-09         2.27374e-09
            -10.9263         3.21475e-09         5.48849e-09
            -10.9163          7.4984e-09         1.29869e-08
            -10.9063         1.71367e-08         3.01235e-08
            -10.8963         3.83725e-08         6.84961e-08
            -10.8863         8.41884e-08         1.52684e-07
            -10.8763         1.80976e-07          3.3366e-07
            -10.8663         3.81176e-07         7.14836e-07
            -10.8563         7.86624e-07         1.50146e-06
            -10.8463         1.59055e-06         3.09201e-06
            -10.8363          3.1511e-06          6.2431e-06
            -10.8263         6.11666e-06         1.23598e-05
            -10.8163         1.16333e-05         2.39931e-05
            -10.8063         2.16785e-05         4.56716e-05
            -10.7963         3.95815e-05         8.52531e-05
            -10.7863         7.08096e-05         0.000156063
            -10.7763         0.000124116         0.000280179
            -10.7663         0.000213159         0.000493338
            -10.7563         0.000358685         0.000852023
            -10.7463         0.000591371          0.00144339
            -10.7363          0.00095531           0.0023987
            -10.7263          0.00151205          0.00391075
            -10.7163          0.00234489          0.00625564
            -10.7063          0.00356302          0.00981866
            -10.6963          0.00530456           0.0151232
            -10.6863           0.0077378            0.022861
            -10.6763           0.0110592           0.0339202
            -10.6663           0.0154869           0.0494071
            -10.6563           0.0212492           0.0706564
            -10.6463           0.0285666            0.099223
            -10.6363           0.0376281            0.136851
            -10.6263           0.0485625            0.185414
            -10.6163           0.0614084            0.246822
            -10.6063           0.0760835            0.322905
            -10.5963           0.0923614            0.415267
            -10.5863            0.109857            0.525124
            -10.5763            0.128027            0.653151
            -10.5663            0.146188            0.799339
            -10.5563            0.163553            0.962892
            -10.5463            0.179285             1.14218
            -10.5363            0.192559             1.33474
            -10.5263            0.202638             1.53737
            -10.5163            0.208938             1.74631
            -10.5063            0.211081             1.95739
            -10.4963            0.208938             2.16633
            -10.4863            0.202638             2.36897
            -10.4763            0.192559             2.56153
            -10.4663            0.179285             2.74081
            -10.4563            0.163553             2.90437
            -10.4463            0.146188             3.05055
            -10.4363            0.128027             3.17858
            -10.4263            0.109857             3.28844
            -10.4163           0.0923614              3.3808
            -10.4063           0.0760835             3.45688
            -10.3963           0.0614084             3.51829
            -10.3863           0.0485625             3.56685
            -10.3763           0.0376281             3.60448
            -10.3663           0.0285666             3.63305
            -10.3563           0.0212492              3.6543
            -10.3463           0.0154869             3.66978
            -10.3363           0.0110592             3.68084
            -10.3263           0.0077378             3.68858
            -10.3163          0.00530456             3.69389
            -10.3063          0.00356302             3.69745
            -10.2963          0.00234489             3.69979
            -10.2863          0.00151205             3.70131
            -10.2763          0.00095531             3.70226
            -10.2663         0.000591371             3.70285
            -10.2563         0.000358685             3.70321
            -10.2463         0.000213159             3.70342
            -10.2363         0.000124116             3.70355
            -10.2263         7.08096e-05             3.70362
            -10.2163         3.95815e-05             3.70366
            -10.2063         2.16785e-05             3.70368
            -10.1963         1.16333e-05             3.70369
            -10.1863         6.11666e-06              3.7037
            -10.1763          3.1511e-06              3.7037
            -10.1663         1.59055e-06              3.7037
            -10.1563         7.86624e-07              3.7037
            -10.1463         3.81176e-07              3.7037
            -10.1363         1.80976e-07              3.7037
            -10.1263         8.41884e-08              3.7037
            -10.1163         3.83725e-08              3.7037
            -10.1063         1.71367e-08              3.7037
            -10.0963          7.4984e-09              3.7037
            -10.0863         3.21475e-09              3.7037
            -10.0763          1.3504e-09              3.7037
            -10.0663         5.55797e-10              3.7037
            -10.0563         2.24133e-10              3.7037
            -10.0463          8.8559e-11              3.7037
            -10.0363         3.42844e-11              3.7037
            -10.0263         1.30046e-11              3.7037
            -10.0163         4.83319e-12              3.7037
            -10.0063         1.75998e-12              3.7037
            -9.99634          6.2794e-13              3.7037
            -9.98634         2.19516e-13              3.7037
            -9.97634         7.51883e-14              3.7037
            -9.96634         2.52332e-14              3.7037
            -9.95634         8.29717e-15              3.7037
            -9.94634         2.67316e-15              3.7037
            -9.93634         8.43833e-16              3.7037
            -9.92634         2.60991e-16              3.7037
            -9.91634         7.90917e-17              3.7037
            -9.90634         2.34841e-17              3.7037
            -9.89634         6.83208e-18              3.7037
            -9.88634         1.94746e-18              3.7037
            -9.87634         5.43903e-19              3.7037
            -9.86634         1.48837e-19              3.7037
            -9.85634          3.9906e-20              3.7037
            -9.84634         1.04834e-20              3.7037
            -9.83634         2.69837e-21              3.7037
            -9.82634         6.80517e-22              3.7037
            -9.81634         1.68156e-22              3.7037
            -9.80634         4.07122e-23              3.7037
            -9.79634         9.65766e-24              3.7037
            -9.78634         2.24469e-24              3.7037
            -9.77634         5.11185e-25              3.7037
            -9.76634         1.14061e-25              3.7037
            -9.75634         2.49363e-26              3.7037
            -9.74634          5.3415e-27              3.7037
            -9.73634         1.12107e-27              3.7037
            -9.72634         2.30535e-28              3.7037
            -9.71634         4.64494e-29              3.7037
            -9.70634          9.1698e-30              3.7037
