   1 0.00000000 -1.84995181 16.74901707 23.04394947 23.04394947 40.74121251 54.74864216 57.08136566 57.08136566 72.17982801 74.74882118 74.74882118 87.34108855 89.53010334 89.58023210 116.80395293 116.80395293 128.58260059 139.01235058 152.67234985 152.67234985 160.79214664 167.07260569 168.34864084 168.34864084 175.88759590
   2 0.01144575 -1.90795147 16.49982865 23.09197567 23.47498479 40.76308905 53.84544920 57.13628104 57.96935899 72.02618764 74.69513845 74.91226033 87.13787611 89.46948260 89.77665205 116.17871535 116.96869681 128.51612539 139.36850348 151.99552437 152.67415237 159.69193605 167.24756081 167.32715111 169.53725266 176.02039435
   3 0.02289149 -2.08261543 15.92380942 23.23563916 24.59604947 40.83051686 52.30351059 57.30090702 59.46826534 71.64827099 74.53546213 75.31553831 86.53624045 89.30242758 90.36253908 114.50056870 117.44444149 128.17611653 140.17874028 150.70369414 152.66672403 157.39067728 164.45657854 168.10163649 172.11081680 175.52405155
   4 0.03433724 -2.37334544 15.28690922 23.47356327 26.13082230 40.95281240 50.67273533 57.57482960 61.03546804 71.17314501 74.27284658 75.81634222 85.57259880 89.05339971 91.33108782 112.17069881 118.17883598 127.45750302 140.70660641 150.18421273 152.61438707 154.77458584 160.77125549 169.41015658 174.40535713 175.20628576
   5 0.04578299 -2.77512760 14.74513749 23.80331880 27.89132263 41.15055411 49.04217080 57.95717618 62.59306783 70.67636406 73.90958071 76.31084895 84.31517179 88.73641686 92.67651365 109.54800340 119.09150618 126.49011099 140.32510920 151.19946930 152.10811331 152.48281542 156.66460401 171.22630043 172.84034258 178.59780523
   6 0.05722873 -3.27751067 14.36689800 24.22166438 29.74779379 41.46045022 47.44372033 58.44632628 64.12349128 70.19193414 73.44428263 76.72687154 82.84541610 88.35960475 94.38843113 106.89614523 120.08248408 125.44080281 139.26198220 149.48019409 152.27900788 152.36526250 153.38375699 170.79706744 173.45623257 182.23703624
   7 0.06867448 -3.86461282 14.17514564 24.72488378 31.57694813 41.94835850 45.89674664 59.03949631 65.62450011 69.72849291 72.86860973 77.01563870 81.24522115 87.93346058 96.43843776 104.38657784 121.04840624 124.38783139 137.92171667 146.93173204 147.99403729 152.06872445 156.20743681 168.22092733 175.95751559 184.09152501
   8 0.08012023 -4.51595612 14.16913639 25.30888962 33.23418568 42.71880490 44.41613183 59.73228745 67.10132912 69.27822830 72.16426624 77.15255644 79.59726456 87.47327034 98.77632680 102.09106433 121.90542386 123.32498272 136.43288291 143.63384955 144.48797623 151.96262335 159.46833482 165.22963607 178.59824426 182.00555043
   9 0.09156597 -5.20763981 14.33571598 25.96898475 34.56825608 43.01438729 43.88959035 60.51838767 68.56605644 68.82433762 71.30272220 77.13397897 77.98853378 86.99804328 100.01881826 101.33787999 122.24144295 122.60738969 134.82349448 139.35752015 142.17515926 152.09343710 161.96465824 163.23162067 179.82788641 181.33651632
  10 0.10301172 -5.91447452 14.65653532 26.69940535 35.49309954 41.70205112 45.51160040 61.38949529 68.35021594 70.03729461 70.25184811 76.50512940 76.97751953 86.52930153 98.17903713 104.04765743 121.18405396 123.14629357 133.17795529 135.23066831 140.04433730 152.60085990 158.86724912 167.09143810 177.69873469 184.24863655
  11 0.11445747 -6.61330703 15.11222887 27.49282077 36.03666804 40.48745449 47.51274437 62.33520576 67.84821613 68.99518264 71.53438110 75.21255835 76.74107463 86.08983100 96.58992786 106.80026891 120.23114070 123.53950660 131.30506582 131.65047263 138.20920900 153.61625906 155.69909093 171.05630224 175.67620975 187.47274255
