   1 0.00000000 -1.82338324 16.95555992 23.19440555 23.19440555 40.87269317 55.02023461 57.27659065 57.27659065 72.45688479 74.97996996 74.97996996 87.74353666 89.65156909 89.81410124 116.96021988 116.96021988 128.66437784 139.25370302 152.82818088 152.82818088 161.07401513 167.23038621 168.54642539 168.54642539 176.02719115
   2 0.01144575 -1.88100084 16.70345087 23.24255044 23.62807935 40.89472493 54.09672129 57.33160184 58.18472029 72.29895327 74.92626341 75.14760976 87.53749998 89.75349374 89.84851454 116.33567532 117.12747660 128.59986610 139.60473374 152.14973447 152.82976463 159.96196043 167.44240912 167.48435848 169.74659288 176.17767233
   3 0.02289149 -2.05446817 16.12178737 23.38656559 24.75387756 40.96259447 52.54118274 57.49652039 59.69668193 71.91303127 74.76653206 75.55857137 86.92714839 89.58735552 90.43599445 114.65882267 117.61009101 128.26476187 140.39880824 150.85892237 152.82173413 157.64645255 164.64529431 168.25745646 172.33351295 175.69855880
   4 0.03433724 -2.34310825 15.47935017 23.62505937 26.29252310 41.08563660 50.90232254 57.77094739 61.27108299 71.43065331 74.50388342 76.06594147 85.94988902 89.34065980 91.40725835 112.32973992 118.35410547 127.55191155 140.89869016 150.35171481 152.76847322 155.02041495 160.95350631 169.56464093 174.58603564 175.43735293
   5 0.04578299 -2.74190589 14.93232346 23.95558124 28.05574682 41.28456675 49.26565569 58.15403449 62.83358269 70.92793745 74.14068131 76.56510773 84.67621338 89.02674971 92.75660181 109.70725858 119.27737909 126.58982646 140.48939224 151.38209140 152.34601011 152.63564916 156.84071236 171.38052192 173.02391174 178.83444102
   6 0.05722873 -3.24053663 14.54875920 24.37487670 29.91403001 41.59634635 47.66207935 58.64419280 64.36766298 70.43850966 73.67559193 76.98392823 83.18932204 88.65320653 94.47367541 107.05584010 120.27851357 125.54507936 139.41126882 149.71073807 152.43033808 152.53545771 153.57241978 170.98198179 173.61212669 182.46908354
   7 0.06867448 -3.82336016 14.35143728 24.87923380 31.74408919 42.08720994 46.11059255 59.23867387 65.87156246 69.97064891 73.10025049 77.27363448 81.57197260 88.23041588 96.53000582 104.54774741 121.25313140 124.49601428 138.06590591 147.15470541 148.15837321 152.21858674 156.39586627 168.40549028 176.11781835 184.28863977
   8 0.08012023 -4.47019022 14.33964147 25.46458218 33.40105371 42.86217076 44.62593177 59.93311184 67.35088916 69.51633703 72.39625185 77.40962300 79.90726628 87.77375470 98.87524286 102.25484039 122.11672135 123.43666117 136.57740721 143.79228584 144.70262837 152.11144265 159.65524501 165.41047112 178.76628836 182.16682269
   9 0.09156597 -5.15739457 14.50035889 26.12624691 34.73360680 43.22056628 44.03919869 60.72122077 68.81814199 69.05869177 71.53482636 77.38826486 78.28258782 87.30236535 100.18592721 101.44503396 122.35650953 122.82280586 134.97111475 139.51003338 142.38033899 152.24192706 162.16648076 163.38932984 179.98778229 181.51510923
  10 0.10301172 -5.85999254 14.81540743 26.85849105 35.65653387 41.90504051 45.66837297 61.59471838 68.58111050 70.29242613 70.48333761 76.78469949 77.22733230 86.83787955 98.34990455 104.16385971 121.30274688 123.36335421 133.32985026 135.37731901 140.23861668 152.74980166 159.04807122 167.25993995 177.85728062 184.43894550
